Company Name,Address,PO Box,Phone,Fax,Email,Website,Business Activity
LASPINAS INTERIORS LLC,Dubai – Al Quoz,29798,04-3477877,04-3477899,,www.laspinas.ae,Exhibition Stands – Designers & Manufacturers
LCL Interiors LLC,Dubai – Bur Dubai,112280,04-3554440,04-3552277,,www.lclgroup.com.my,Interior Designers & Consultants
LEEN INTER DESIGN (L.L.C),Dubai,95860,04-2668499,04-2668496,,,Interior Decoration
LELIGANCE INTERIOR DESIGN AND DECORATION,Abu Dhabi,39367,02-6265501,02-6269118,,,Decor Design And Execution
LEXEPTIONNEL INTERIORS,Abu Dhabi,11,02-5551311,,,,Decor Design And Execution
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Partitions & False Ceilings Contracting
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Floor & Wall Tiling Works
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Carpentry & Flooring Contracting
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Insulation Contracting
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Interior Decoration
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Enviromental Consultants & Studies
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Painting Contracting
LIDEX INTERIORS DESIGN (L.L.C),Dubai,93371,04-2951588,04-2958825,,,Plumbing & Sanitary Contracting
LIFE STYLE INTERIOR DESIGN,Dubai,115235,04-2661556,04-2660408,,,Interior Decoration
LINK INTERIOR DECOR & FURNITURES,Abu Dhabi,44898,02-6452883,02-6452884,,,Decor Design And Execution
LONDON DESIGN,Ras Al Khaimah – RAK Free Zone,,04-2885215,,,,Advertising & Interior Design Consultancy
LONDON DESIGN,Ras Al Khaimah-RAK Free Zone,,,04-2885215,,,Advertising & Interior Design Consultancy
LUX Building Maintenance & Interior Design,Dubai,LUX Buildi,+971 4 368 9184,LUX Building Mainten,info@luxbmd.com,http://www.luxbmd.com/,"fit out companies dubai, fit out company dubai, fit out companies in dubai, fit out company in dubai"
LUX Building Maintenance & Interior Design,Dubai,LUX Buildi,+971 4 368 9184,LUX Building Mainten,info@luxbmd.com,http://www.luxbmd.com/,"fit out companies dubai, fit out company dubai, fit out companies in dubai, fit out company in dubai"
LUXURY ANTONOVICH DESIGN,"2301 office, 23 fl, Tower 1, Boulevard Plaza, Duba",283157,+971 4 551 3144,+971 56 897 9074,antonovichdesign@outlook.com,http://www.antonovich-design.ae/,interior design
LW Design Group LLC,Dubai,339,04-3444000,04-3442234,,www.lwdesigngroup.com,Interior Designers & Consultants
La Maison Verte Furniture LLC,"Sheikh Zayed Rd, Al Quoz 1",391967,043213883,043213883,info@lmvfurniture.com,http://www.lmvfurniture.com,"Interior Design, Furnishing Projects"
La Sorogeeka Dubai,"2804 Boulevard Plaza, Tower 2 Dubai, UAE",413305,+971 552330552,971 44572300,dubai.lasorogeeka@gmail.com,http://dubai.lasorogeeka.com/,Interior Designing
La Sorogeeka Dubai,"2804 Boulevard Plaza, Tower 2, Dubai, UAE",413305,971552330552,97144572300,dubai.lasorogeeka@gmail.com,http://dubai.lasorogeeka.com/,"Luxury Furniture, Interior Design"
Lbc company dubai llc,prism tower 6th floor office no 611 near business,6042,+97144311398,+97144307290,info@Lbc.ae,http://www.Lbc.ae,INTERIOR DESIGN AND FIT OUTS. OFFICE FITOUTS. DRAWINGS AND APPROVALS FROM ANY RELATED AUTHORITIES LI
Le Décor Francais-1,Ras Al Khaimah-RAK Free Zone,,,,,,Interior design Consultancy
Le Décor Francais-1,Ras Al Khaimah – RAK Free Zone,,,,,,Interior design Consultancy
Leader Furniture & Joinery Craftsmen Ltd,Dubai,52706,04-3330143,04-3330153,,www.leaderfurniture.com,Interior Designers & Consultants
Leading Edge,Dubai,408,04-3406161,04-3400868,, ,Interior Designers & Consultants
Lemon Art,Dubai – Bur Dubai,90041,04-3558288,04-3558299,,www.lemonartonline.com,Interior Designers & Consultants
Life Interiors,"1103, Aspin Commercial Tower, Sheikh Zayed Road",71508,+97143551334,+97143550313,sales@lifeinteriors.ae,http://lifeinteriors.ae,"Furniture, Interior Design"
Life Style Interior Design,Dubai – Deira,115235,04-2661556,04-2660408,,www.lifestyle-interior.com,Interior Decorators
Life Style Interior Design,Dubai,115235,04-2661556,04-2660408,,www.lifestyle-interior.com,Interior Decorators
Life Style Interior Design,Dubai,115235,04-2661556,04-2660408,,www.lifestyle-interior.com,Interior Designers & Consultants
Link Interior Design & Furniture,Abu Dhabi,44898,02-6452883,02-6452884,,,Interior Decorators
Linx Interiors,Dubai,286,04-3476555,04-3400297,,www.linxinteriors.com,Interior Designers & Consultants
Liwan Decor,Abu Dhabi,45349,02-6223155,02-6223177,,www.liwandecor.com,Interior Designers & Consultants
Lomaar Design,Dubai – Trade Centre Road,9688,04-3323356,04-3323357,, ,Interior Designers & Consultants
Luxury Interior Design Dubai,"JBC 3 – Cluster Y, Jumeirah Lake Towers, Dubai, UA",1501,+971 4 3639703,97143626302,hello@algedra.ae,http://www.algedra.ae,"Interior Design,Exterior Design,Bedroom Design"
Luxury Interior Designing Services Dubai,"705, Rafat Tower Near Galadari Driving School, Al",4119,0097142644110,00971-4-2644119,topfitdubai00@gmail.com,http:// www.topfitdubai.com/,
M D INTERIOR DESIGN,Dubai,66444,,,,,Interior Decoration
MAGIC SPACE INTERIOR DESIGN,Al Ain,65220,03-7519619,03-7619519,,,Decor Design And Execution
MAGUS DESIGNS (L.L.C),Dubai,9202,04-3355195,04-3355185,,,Interior Decoration
MARCONI INTER DESIGN CO. (L.L.C),Dubai,56469,04-2222846,04-2247003,,,Interior Decoration
MARCONI INTERIOR DESIGN COMPANY ABU DHABI,Abu Dhabi,28471,02-6788627,02-6785273,,,Decor Design And Execution
MARGIT MAREEL INTERIOR DESIGNS (L.L.C),Dubai,58154,04-3385007,04-3385006,,,Partitions & False Ceilings Contracting
MARGIT MAREEL INTERIOR DESIGNS (L.L.C),Dubai,58154,04-3385007,04-3385006,,,Interior Decoration
MARGIT MAREEL INTERIOR DESIGNS (L.L.C),Dubai,58154,04-3385007,04-3385006,,,Carpentry & Flooring Contracting
MARGIT MAREEL INTERIOR DESIGNS (L.L.C),Dubai,58154,04-3385007,04-3385006,,,Painting Contracting
MARLIN INTERIORS DESIGN (L.L.C),Dubai,50821,04-3370550,04-3359432,,,Kitchen Cabinets & Fixtures Manufacturing
MARLIN INTERIORS DESIGN (L.L.C),Dubai,50821,04-3370550,04-3359432,,,Metal Partitions Manufacturing
MARLIN INTERIORS DESIGN (L.L.C),Dubai,50821,04-3370550,04-3359432,,,Office Furniture Manufacturing
MARLIN INTERIORS DESIGN (L.L.C),Dubai,50821,04-3370550,04-3359432,,,Home Furniture Manufacturing
MARLINE INTERIOR DESIGN,Dubai,50821,04-3370848,04-3359432,,,Decoration Materials & Partitions Trading
MARLINE INTERIOR DESIGN,Dubai,50821,04-3370848,04-3359432,,,Interior Decoration
MARVIC CARPENTRY W/SHOP & INTERIOR DESIGN,Dubai,19740,04-2677240,04-2677241,,,Carpenters & Joiners
MARVIC INTERIOR DESIGN & GENERAL MAINTENANCE,Dubai,53493,04-3404133,,,,General Maintenance
MARVIC INTERIOR DESIGN & GENERAL MAINTENANCE,Dubai,53493,04-3404133,,,,Interior Decoration
MAX DESIGN (L.L.C),Dubai,114112,04-3322544,04-3322545,,,Interior Decoration
MAZAYA INTERIOR WORKS,Abu Dhabi,40131,02-4464650,02-4464657,,,Decor Design And Execution
MC Interiors,Dubai,49235,04-3311513,04-3311594,,,Interior Designers & Consultants
MCNALLY DESIGN GROUP MIDDLE EAST FZC,Sharjah,41599,06-5263223,06-5263225,,,"INTERIOR DECORATORS Interior design for hotels,"
MERCURY SYSTEMS TECHNICAL SERVICES,DBC Bldg 208 – 18st – Al Khabaisi – Deira – Dubai,13760,0097142660528,0097142660548,,http://www.m-sts.com,A/C & Air Filtration Systems – Electrical testing/installations – Risk Assessments – Interior Design
MICHAEL ANDREWS DESIGN,Dubai,37860,04-3395946,04-3384115,,,Interior Decoration
MIDEAST INTERNATIONAL,Ajman-Ajman Free Zone,117591,04-8815122,04-8816172,,,Import & Export of Interior Design Materials & Automotive Spar Parts.
MINISTRY DESIGN (L.L.C),Dubai,74840,04-3390858,04-3390898,,,Interior Decoration
MND – Michel Nachef Decor,Abu Dhabi,42693,02-6440770,02-6444787,,,Interior Designers & Consultants
MODERN DESIGN CONTRACTING CO. (L.L.C),Dubai,4839,04-2825030,04-2826201,,,Interior Decoration
MODISH DESIGN & DECOR,Dubai,6642,04-3970401,04-3971837,,,Interior Decoration
MOUTRAGI DECORATION & INTERIOR DESIGN (L.L.C),Dubai,211971,04-3615685,04-3615686,,,Interior Decoration
MTS Interior,"Off#101, Lama building, Al barsha 1",511147,+971559421741,+97144214596,info@mts-interior.com,http://mts-interior.com,INTERIOR DESIGN
MULTILINE DECOR,Dubai – Al Quoz,26581,04-3404287,04-3404286,,www.multiline-interiors.com,Exhibition Stands – Designers & Manufacturers
MUSSA HUSSAIN INTERIOR DESIGN,Dubai,48737,04-3360166,04-3360166,,,Interior Decoration
MY STYLE INTERIOR DESIGN,Al Ain,80633,,,,,Decor Design And Execution
MYSTIQUE INTERIOR DESIGN (L.L.C),Dubai,51706,,,,,Interior Decoration
Magic Sign Establishment,Abu Dhabi- Airport Road,94094,02-4455790,02-4466649,,www.magicadv.com,Interior Designers & Consultants
Magic Touch Decor Cont,Sharjah,915,06-5336787,06-5335061,,,Interior Designers & Consultants
Magus Design,Dubai – Oud Metha,9202,04-3355195,04-3355185,, ,Interior Designers & Consultants
Magus Designs,Dubai,9202,04-3355195,04-3355185,,,Interior Designers & Consultants
Mahogany Interior Decoration,"2514 Churchill Tower, Al Amal St, Business Bay, Du",56513,+971 04 339 9883,+971 04 339 9883,raza1054@hotmail.com,http://www.mahoganyinteriors.ae/,"Interior Design, Interior Decoration, Fit Out, Wood Work, Graphic Design, Custom Made Furniture"
Majestic Interiors LLC,Dubai,33158,04-3364338,04-3364339,,www.majint.com,Interior Designers & Consultants
Maleek Decor,Dubai – Ghusais,47411,04-2671180,04-2673382,, ,Interior Designers & Consultants
Mall Kiosk Manufacturing Company.,"Musaffah, M-14, Industrial Area, Abu Dhabi, UAE",30940,0553627862,0564146739,info@desertdreamsdecor.ae,http://,"interior design, interior decoration, furniture, design and decoration"
Mano Technical Services LLC,"Shed 164A, Al Jadaf",231172,043241420,043240710,info@manotechnical.com,http://www.manotechnical.com,"Interior Design, Fit out, Joinery"
Marcato Interiors,Dubai,87080,04-2944407,04-2944300,,,Interior Designers & Consultants
Marconi Inter-Design Co. LLC,Dubai,56469,04-2222846,04-2247003,,,Interior Designers & Consultants
Marconi Inter-Design Co. LLC,Dubai,56469,04-2222846,04-2247003,,,Interior Decorators
Marget Mareel Interior Architecture & Design LLC,Dubai,58154,04-3385007,04-3385006,, ,Interior Decorators
Marget Mareel Interior Architecture & Design LLC,Dubai,58154,04-3385007,04-3385006,, ,Interior Designers & Consultants
Marget Mareel Interior Design & Decor LLC,Dubai,58154,04-3385007,04-3385006,,,Interior Decorators
Marina Gulf Trading Co. LLC,Dubai,3276,04-3401112,04-3401113,,www.marinagulf.com,Interior Designers & Consultants
Marina Home Interior,Marina Retail Corporation National Industries Park,00000,48030300,48806667,info@marinagulf.com,https://marinahomeinteriors.com/,"Interior design, home decor, Home Furniture, Furniture"
Marina Home Interiors,Dubai – Al Barsha,3276,04-3401112,04-3401113,,www.marinagulf.com,Interior Designers & Consultants
Marlin Interiors Design,Dubai,119476,04-3412133,04-3412144,,www.marlinhome.com,Interior Designers & Consultants
Marvic Carpentry W/Shop & Interior Design,Dubai,19740,04-2677240,04-2677241,,,Interior Decorators
Marvic Carpentry Workshop & Interior Design,Dubai – Ghusais,19740,04-2677240,04-2677241,, ,Interior Decorators
Marvic Interior Design & Gen Maint,Dubai,19740,04-3404133,04-3404118,,,Interior Decorators
Masina House Design FZ LLC,"Building 8, Office 407",74225,971506554857,97144203416,miley.iverson@gmail.com,http://www.masinahouse.com/,Interior design consultancy
Masina House Design FZ LLC,"Building 8, Office 407",74225,971506554857,97144203416,miley.iverson@gmail.com,http://www.masinahouse.com/,Interior design consultancy
Massa Global Company,Suite 2511 Clover Bay Tower Business Bay Dubai,92468,+971 4 443 0094,+971 4 442 9112,massaglobaldubai1@gmail.com,http://www.massaglobal.com/,"Interior Design, Office Design, Development Management Services,  Interior Fit Out"
Massa International Contracting LLC,"Bay Square 1, Suite No. 903 , Bussiness Bay, Dubai",92468,0097144430094,0909714429912,infoa@massaglobal.com,http://www.massaglobal.com/,"Fitout,Interior Designing"
Mastercraft LLC,Dubai,48542,04-2639983,04-2639984,, ,Interior Designers & Consultants
Mastercraft LLC,Dubai,48542,04-2639983,04-2639984,,www.mcdesigns.info,Interior Designers & Consultants
Mays Contracting Interior Designing,Dubai – Al Quoz,181065,04-3416065,04-3416064,, ,Interior Designers & Consultants
Medmak Interior Designs,Dubai – Deira,111307,04-2668185,04-2668187,, ,Interior Designers & Consultants
MefcoInteriors,"#101, yahya building, Khalid Bin Waleed road, Bur",8194,04-2513248,04-2513248,,http://,Mefco interiors is a complete destination for all your interior design and build solutions. With mor
Melange,Dubai – Jumeirah Plaza,,04-3444721,,,,Interior Design
Micekraftwork LLC,Dubai,32969,04-3330156,04-3333697,,,Interior Designers & Consultants
Micekraftwork LLC,Dubai,88,04-3330156,04-3333697,, ,Interior Designers & Consultants
Michael Andrews Design,Dubai,37860,04-3395946,04-3384115,, ,Interior Decorators
Michael Clattenburg Interiors,Dubai,49235,04-3311513,04-3311594,, ,Interior Designers & Consultants
Michel Nachef Decor,Abu Dhabi- Electra Street,42693,02-6440770,02-6444787,, ,Interior Designers & Consultants
Milestone Landscaping LLC,13 -Al Quoz Industrial 3 Dubai -United Arab Emirat,80080,+97143409404,+97143409505,qrious.milestone@gmail.com,https://landscapingdubai.com/,"Interior design dubai, Swimming pool design, pergola design, garden design"
Ministry Design LLC,Dubai,74840,04-3390858,04-3390898,,,Interior Decorators
Ministry of Design LLC,Dubai – Al Quoz,74840,04-3390858,04-3390898,, ,Interior Decorators
Mobiliana Furniture Decor,Dubai,8811,04-3330766,04-3338297,, ,Interior Designers & Consultants
Modern Design Contracting Co. LLC,Dubai,4839,04-2825030,04-2826201,,,Interior Decorators
Mohd Al Makhawi Est,Abu Dhabi,7516,02-6443141,02-6444583,,,Interior Designers & Consultants
Moon Aluminium & Glass LLC,Dubai,78197,04-3336900,04-3330736,, ,Interior Designers & Consultants
Mountwell Technical Services LLC,"Dubai Cable Vision Building , Garhoud , UAE, 30024",30024,04-294-3903,04-294-3906,Sales@mountwelluae.com,http://www.mountwelluae.com,"civil works,interior designing,fitout services,maintenance works"
Multiline Decor,Dubai – Al Quoz,26581,04-3404287,04-3404286,,www.multiline-interiors.com,Interior Designers & Consultants
Mussa Hussain Interior Design,"Dubai, UAE",48737,044470549,044470548,mhid@mhidesign.com,http://www.mhidesign.com,Corporate offices and retails turnkey interiors
Mussa Hussain Interior Design LLC,"Suit No. 804, thuraya Tower, tecom, Dubai, UAE",0000,044470549,044470549,,http://mhidesign.com/,"Mussa Hussain Interior Design (MHIDesign) is a passionate team made up of interior designers, draugh"
NASAR AHMED INTERIOR DECOR WORK,Abu Dhabi,,,,,,Decor Design And Execution
NEW VISION INTERIOR DESIGN,Dubai,81194,04-2974500,04-2974600,,,Painting Contracting
NEW VISION INTERIOR DESIGN,Dubai,81194,04-2974500,04-2974600,,,Floor & Wall Tiling Works
NEW VISION INTERIOR DESIGN,Dubai,81194,04-2974500,04-2974600,,,Enviromental Consultants & Studies
NEW VISION INTERIOR DESIGN,Dubai,81194,04-2974500,04-2974600,,,Interior Decoration
NEWLINE INTERIORS LLC,"104, Building 4, Gold & Diamond Park, Sheikh Zayed",57170,+971 4 338 04 04,+971 4 338 04 04,ramesh@newlineinteriors.com,http://www.newlineinteriors.com,"interior design and architecture, customized fit out, Project Management & Supervision, Conceptual S"
Nahida beshara,"Marina, Dubai",357535,0505653234,043747452,nahida@mailme.ae,http://nahidabeshara.com,"Drawing and painting instructor, feng shui interior design, interior design general information"
Naseeb Interior Design LLC,Dubai – Ghusais,172513,04-2581316,04-2581318,, ,Interior Decorators
Nature Waterfall Decor,Dubai,86331,04-2970702,04-2970703,,www.nwdecor.freeservers.com,Interior Designers & Consultants
Neo Space Interior,Dubai,26534,+971 4252 2811,+971 4252 2811,interiorsneospace@gmail.com,http://www.neospaceinteriors.com,"office furniture dubai, office furniture, office design, office interior design, office furniture in"
New Vision Interior Design,Dubai,81194,04-2974500,04-2974600,,,Interior Designers & Consultants
New Vision Interior Design,Dubai – Al Muteena,81194,04-2974500,04-2974600,, ,Interior Designers & Consultants
New Vision Interior Design,Dubai,81194,04-2974500,04-2974600,,,Interior Decorators
Newyork Decor Cont,Sharjah,43685,06-5441882,06-5441883,,,Interior Designers & Consultants
Noor Al Telal Interior,"Al Nuaimia, Near Nuaimia Towers, Ajman , UAE",8787,0582486715/16,00,info.noorinterior@gmail.com,http://,Interior Designaer
O K Furniture Hotel Project Contractors,Sharjah,22445,06-5333989,06-5338435,,www.okfurnitureuae.com,Interior Designers & Consultants
OAK VILLA INTERIORS,Abu Dhabi,44895,02-5559719,02-5553891,,,Decor Design And Execution
OFFICE INTERIOR FURNITURE COMPANY W L L,Abu Dhabi,30966,02-4450900,02-4450880,,www.interioroffice.com,Decor Design And Execution
OUT LINE INTERIOR DESIGN,Dubai,21353,04-2623131,04-2623144,,www.outline.ae,Interior Decoration
Omar Moujaes – Architect,Dubai,22779,04-2955526,04-2955527,,www.omarmoujaes.com,Interior Designers & Consultants
Oramriazi,Dubai,25619,04-3212126,04-3212127,, ,Interior Designers & Consultants
Orasia Inter Design & Contracting,Dubai,14471,04-2227474,04-2225112,,www.orasiainterior.com,Interior Designers & Consultants
Orasia Interior Designer & Contracting LLC,Dubai,14471,04-2227474,04-2225112,,www.orasiainterior.com,Interior Designers & Consultants
Oriental Palace Decoration Company LLC,"Umm Al Ramool Industry, Shade N°1",24122,04 284 4845,04 284 4845,orpadec@emirates.net.ae,http://www.opd-design.com,"Interior Fit Out, Interior Decorator, Luxury Interior decoration, Interior Design Company, High-end"
Oriental Palace Decoration Company LLC,"Umm Al Ramool Industry, Shade N°1",24122,04 284 4845,04 284 4845,orpadec@emirates.net.ae,http://www.opd-design.com,"Interior Fit Out, Interior Decorator, Luxury Interior decoration, Interior Design Company, High-end"
P O M General Trading LLC,"Tecom, Tameem House Tower 809, Dubai – UAE",643676,+97144498400,+97144498411,marketing@pomdubai.com,http://www.pomdubai.com,"General Trading, Interior Design, Web Design, Agricultural, MEP Products Supply"
P O M General Trading LLC,"Tecom, Tameem House Tower 809, Dubai – UAE",643676,+97144498400,+97144498411,marketing@pomdubai.com,http://www.pomdubai.com,"General Trading, Interior Design, Web Design, Agricultural, MEP Products Supply"
PATTERNS&DESIGNS(L.L.C),Dubai,13888,,04-2952548,,,Interior Decoration
PEARL OF GULF INTERIOR ENGINEERING,Abu Dhabi,43506,02-6224277,02-6224299,,,Decor Design And Execution
PEARL OF GULF INTERIOR ENGINEERING,Abu Dhabi,43506,02-6224277,02-6224299,,,Architectural Engineering . (Design And Supervision)
PHOENIX INTERIOR DESIGN,Al Ain,17070,03-7644811,03-7644188,,,Decor Design And Execution
PICo. INTERNATIONAL LLC,Dubai,37679,04-3390168,04-3394188,,,INTERIOR DECORATORS Exhibition stand designers & interior designing & decoration.
PINK LINE INTERIORS DESIGN,Dubai,117834,04-2677085,04-2677086,,,Interior Decoration
PRINCIPLE INTERIOR DESIGN,Dubai,23602,04-3214611,04-3214622,,,Interior Decoration
PRO IDEA INTERIOR DESIGN (L.L.C),Dubai,95164,04-2677982,04-2677983,,,Interior Decoration
PRO IDEA INTERIOR DESIGN (L.L.C),Dubai,95164,04-2677982,04-2677983,,,General Maintenance
PROJECT ONE INTERIOR DESIGN,Dubai,33387,04-3291010,04-3291012,,www.samintl.net,Aluminium & Aluminium Products
PROJECTS ONE INTERIOR DESIGN (L.L.C),Dubai,33387,04-3291010,04-3291012,,,Interior Decoration
PROMISE INTERIOR DESIGN (L.L.C),Dubai,56842,04-2737126,04-2737156,,,Interior Decoration
Palm The Interior Design Co,Dubai,7722,04-3312433,04-3317266,,www.palm-interiors.com,Interior Decorators
Petals,Dubai,37661,04-3246266,04-3245529,, ,Interior Designers & Consultants
Petals (Main Store & Office),Dubai – Al Quoz,37661,04-3402201,04-3473974,, ,Interior Designers & Consultants
PiCo. International Dubai LLC,Dubai,37679,04-3393188,04-3394188,,www.pico.com,Interior Designers & Consultants
PiCo. International Middle East LLC,Dubai – Dubai Media City,37679,04-3901961,04-3394188,,www.picodubai.com,Interior Designers & Consultants
Pixar Exhibition Stand Fitting & Execution LLC,"Dubai, UAE",380587,+971 4 2208604,+971 4 2208603,pixar@pixarexhibitions.com,http://www.pixarexhibitions.com,"Exhibition Stands, Interior Design, Gift Items"
Plan C Technical Services L.L.C,"International city, Spain Cluster, Build: T-01, Of",88365,+971-56-671-8270,+971-4-276-7516,planc@contractor.net,http://,Construction Management Interior Decoration and Design
Point of Design,Dubai,72135,04-3366151,04-3366152,,www.poddubai.com,Interior Designers & Consultants
Point of Design,Dubai – Oud Metha,72135,04-3366151,04-3366152,,www.poddubai.com,Interior Designers & Consultants
Portacabin Prefab Houses & Decor LLC,Sharjah ,27045,06-5596008,06-5596009,,www.portacabinuae.com,Interior Designers & Consultants
Price Compare Middle East,"MyOffice, Marina Plaza",112229,+971 56 771 0867,+971 56 771 0867,,http://price-compare.me,"best interior design companies in dubai, interior design companies in dubai, office furniture dubai,"
Prime Builders Inter Design Est,Abu Dhabi,44890,02-6313302,02-6317454,,,Interior Designers & Consultants
Professional Design & Consultancy Services,Dubai,111717,04-3356511,04-3356548,, ,Interior Decorators
Prompt Interiors,"Alphamed Bld, Abuhail, Dubai, UAE",55827,042272312,042272312,sales@promptinteriors.ae,http://www.promptinteriors.ae,"Interior conceptual design, flooring, ceiling, pertition, MEP,joinery works"
Prompt interiors,"Alphamed bld, Abuhail, Dubai, UAE",55827,0557127494,042272312,sales@promptinteriors.ae,http://www.promptinteruiors.ae,"Interior conceptual design, flooring, Ceiling, partitions,MEP,Joinery works & authority approval"
Prospect Design International,"Jumeirah Lakes Towers, Cluster Y, Swiss Tower, Off",00000,+971 4 367 1289,+971 4 367 2507,fady.chams@prospect-design.com,https://www.prospect-design.com/,Interior Design
Purple Fire International LLC,Dubai,116217,04-3383445,04-3383446,, ,Interior Designers & Consultants
QUADRATURE FZ LLC,Dubai-Dubai Media City,502068,04-3955140,04-3955141,,,Interior Designing
R STUDIO TECHNICAL WORK LLC,DEIRA,89569,0558078855,04 2227734,,http://rstudiodesigns.com,"We offer Interior Design Solution for theOffice,Restaurant,Beauty Salon, SPAand any kind of re"
R.F.K INTERIOR DESIGN ENGINEERING,Dubai,37939,04-3395272,04-3395180,,,Interior Decoration
RAMI INTERIOR DESIGN & DECORATION (L.L.C),Dubai,89885,04-3970008,04-3960202,,,Interior Decoration
RAMI INTERIOR DESIGN & DECORATION (L.L.C),Dubai,89885,04-3970008,04-3960202,,,Plumbing & Sanitary Contracting
RAMI INTERIOR DESIGN & DECORATION (L.L.C),Dubai,89885,04-3970008,04-3960202,,,Floor & Wall Tiling Works
RAMI INTERIOR DESIGN & DECORATION (L.L.C),Dubai,89885,04-3970008,04-3960202,,,Carpentry & Flooring Contracting
RAMI INTERIOR DESIGN & DECORATION (L.L.C),Dubai,89885,04-3970008,04-3960202,,,Partitions & False Ceilings Contracting
RECTANGLE INTERIORS DESIGN (L.L.C),Dubai,12967,04-3977269,04-3977296,,,Interior Decoration
RECTO DECOR LLC,"3 A Street, Al Quoz 1 Off Sheikh Zayed Road Near",90938,97143395256,97143395257,,http://www.rectodecor.com,Imported furniture outlet.Interior Designing Consultancy.
REMAL DECOR & INTERIOR DESIGN,Al Ain,23609,03-7222480,03-7220466,,,Home Furniture Trading
RETAIL ENVIRONMENT DESIGN,Dubai,3133,,,,,Interior Decoration
RETRO GAMA CONCEPT INTERIOR DESIGN (L.L.C),Dubai,14173,04-2868651,04-2868652,,,Interior Decoration
ROMEO DESIGN (L.L.C),Dubai,19810,04-2724040,04-3473646,,,Interior Decoration
ROYAL DECCAN INTERIORS DESIGN,Dubai,38405,04-3409566,04-3409624,,,Interior Decoration
ROYAL TOUCH INTERIOR DESIGN & DECOR,Dubai,115336,04-3335835,04-3335836,,,Exhibition Stands – Designers & Manufacturers
ROYAL TOUCH INTERIOR DESIGN & DECOR,Dubai,115336,04-3335835,04-3335836,,,Furniture – Designers & Custom Builders
Rads Middle East Interiors,Dubai,49713,04-3377919,04-3377521,,,Interior Designers & Consultants
Ralph Oliver of London,Sharjah ,62332,06-5750542,06-5750546,,www.ralpholiveroflondon.com,Interior Designers & Consultants
Ramesh & Associates,Dubai – Bur Dubai,2314,04-3524135,04-3523450,,www.samesh-associates.net,Interior Designers & Consultants
Rami Interior & Decoration,Dubai,89885,04-3970008,04-3960202,,,Interior Designers & Consultants
Real Heights Contracting L.L.C,"office#106 city bay Business Center,Abu Hail Road,",1885516,+971566286147,+97142668988,realheights_contracting@yahoo.com,http://,"Landscaping,Technical and Interior Design ,Maintenance Work,"
Rectangle Interiors Design LLC,Dubai,12967,04-3977269,04-3977296,, ,Interior Decorators
Reference Interiors,Dubai – Garhoud,181810,04-2865469,04-2865369,,www.referencei.com,Interior Designers & Consultants
Reinvent Your Home and Office Workspace : Dreamwea,"Murraqabat Street, Dubai",128798,04 – 2595 900,04 – 2555 921,,http://dreamweaversuae.com/exhibition-stand-design,We are leading Interior Design Companies in Dubai. Our company offer innovative interior fit out in
Reinvent Your Home and Office Workspace : Dreamwea,"Murraqabat Street, Dubai",128798,04 – 2595 900,04 – 2555 921,,http://dreamweaversuae.com/exhibition-stand-design,We are leading Interior Design Companies in Dubai. Our company offer innovative interior fit out in
Renaissance Classic Interiors,Dubai – Zabeel,4367,04-3373556,04-3373092,, ,Interior Designers & Consultants
Renaissance Interiors LLC,Dubai,4367,04-3395981,04-3380836,,www.reninteriors.com,Interior Designers & Consultants
Renaissance Interiors LLC,Dubai,4367,04-3395981,04-3380836,,www.reninteriors.com,Interior Designers & Consultants
"Renaissance Interiors llc, Dubai",,4367,48823358,48823358,info@reninteriors.com,http://www.reninteriors.com/,Interior Design
Retro Gama Concept Interior Design LLC,Dubai – Garhoud,14173,04-2868651,04-2868652,,www.egconcept.net,Interior Designers & Consultants
Retro Gamma Concept,Dubai,14173,04-2868651,04-2868652,,,Interior Designers & Consultants
Rigid Industries Fzc,"7771, Sharjah Airport Internationa lFree (SAIF) Zo",7771,97165570701,97165573912,emarketing@rigidind.ae,http://www.rigidind.ae,"Interior Design, Home and Office Interior, Glass Division Work"
Robert Allen Middle East,Dubai,34514,04-3354544,04-3360032,,www.robertallendesign.com,Interior Designers & Consultants
Roche Bobois,Dubai – Karama,286,04-3366172,04-3366167,,www.roche-bobois.com,Interior Designers & Consultants
Romeo Design LLC,Dubai,19810,04-2724040,04-2721134,,,Interior Designers & Consultants
Romeo Design LLC,Dubai,19810,04-2724040,04-2721134,,,Interior Decorators
Ronny’s German Design Kitchen LLC,Dubai,119786,04-3517988,04-3517989,,www.dubai-kitchen.ae,Interior Decorators
Room Service,Dubai – Wafi Shopping Mall,,04-3244555,,,,Interior Design
Royal Touch Interior Design & Decor,Dubai,115336,04-3335835,04-3335836,,,Interior Decorators
